query_target	query_conf	hit_uniprot	is_self	idf	node_count	min_rmsd	plddt	n_matched	best_pocket_rank	best_pocket_prob	overlap_count	overlap_frac	status	confidence
6VCJ	apo	Q9P2V4	0	1.9818	4	0.9337	73.39	10	1	0.091	1	0.10	pocket_supported	medium
6VCJ	apo	P60568	0	1.9711	4	1.0195	84.26	5			0	0.00	non_pocket	
6VCJ	apo	O60243	0	1.9664	5	1.2909	86.64	7			0	0.00	non_pocket	
6VCJ	apo	Q6ISS4	0	1.9609	2	0.7506	85.25	2			0	0.00	non_pocket	
6VCJ	apo	O94829	0	1.9530	6	0.5453	90.49	18	1	0.310	2	0.11	pocket_supported	medium
6VCJ	apo	Q9NYU1	0	1.9478	6	0.7193	85.55	18	13	0.147	1	0.06	pocket_supported	medium
6VCJ	apo	Q9H790	0	1.9476	5	1.8986	80.00	10	3	0.311	1	0.10	pocket_supported	medium
6VCJ	apo	Q9UL01	0	1.9440	4	0.6107	86.57	10	16	0.031	1	0.10	pocket_supported	medium
6VCJ	apo	Q7LG56	0	1.9411	4	1.0899	85.48	9	2	0.115	1	0.11	pocket_supported	medium
6VCJ	apo	Q8WV92	0	1.9386	3	0.4699	91.89	4			0	0.00	non_pocket	
6VCJ	apo	Q8WUH6	0	1.9349	2	0.2185	51.27	2			0	0.00	non_pocket	
6VCJ	apo	Q9H0N5	0	1.9304	2	0.5302	86.50	2			0	0.00	non_pocket	
6VCJ	apo	Q8N9H8	0	1.9246	6	0.5017	78.95	8			0	0.00	non_pocket	
6VCJ	apo	P51888	0	1.9156	4	0.4427	86.29	18			0	0.00	non_pocket	
6VCJ	apo	Q8IWT3	0	1.9116	6	0.8744	67.03	28	4	0.504	2	0.07	pocket_supported	medium
6VCJ	apo	Q8NEV9	0	1.9040	5	0.9532	75.75	8			0	0.00	non_pocket	
6VCJ	apo	Q8TAD4	0	1.8907	5	1.0313	76.22	7			0	0.00	non_pocket	
6VCJ	apo	Q8WUD6	0	1.8766	3	0.1609	90.88	8	7	0.031	2	0.25	pocket_supported	medium
6VCJ	apo	Q5T2Q4	0	1.8752	4	0.2072	68.50	6	3	0.044	1	0.17	pocket_supported	medium
6VCJ	apo	Q92600	0	1.8681	4	0.1758	92.41	6			0	0.00	non_pocket	
6VCJ	apo	Q6ZRQ5	0	1.8601	6	1.0822	81.37	13	10	0.027	3	0.23	pocket_supported	medium
6VCJ	apo	Q8NB66	0	1.8590	6	0.8980	61.14	15	7	0.109	2	0.13	pocket_supported	medium
6VCJ	apo	Q9HC29	0	1.8575	7	0.9578	84.29	14	2	0.943	1	0.07	pocket_supported	medium
6VCJ	apo	Q15048	0	1.8476	5	0.8084	87.38	13	2	0.314	1	0.08	pocket_supported	medium
6VCJ	apo	Q13277	0	1.8380	3	1.1167	83.30	5	3	0.005	1	0.20	pocket_supported	low
6VCJ	apo	Q5TZF3	0	1.8327	4	0.4489	80.98	4	1	0.611	2	0.50	pocket_supported	medium
6VCJ	apo	Q9BUH6	0	1.8316	3	0.4978	82.98	4			0	0.00	non_pocket	
6VCJ	apo	Q6ZS30	0	1.8304	6	0.5039	74.83	18			0	0.00	non_pocket	
6VCJ	apo	Q2M2E5	0	1.8278	2	0.2222	50.87	2			0	0.00	non_pocket	
6VCJ	apo	Q9BSA9	0	1.8252	3	1.9792	81.73	5	5	0.021	1	0.20	pocket_supported	low
6VCJ	apo	Q9BY60	0	1.8247	4	1.3744	94.68	5			0	0.00	non_pocket	
6VCJ	apo	O95166	0	1.8247	4	1.3804	94.74	5	1	0.041	3	0.60	pocket_supported	medium
6VCJ	apo	Q8NGQ2	0	1.8185	3	1.2000	86.69	5	1	0.554	1	0.20	pocket_supported	low
6VCJ	apo	O75493	0	1.8155	3	0.3959	87.76	2			0	0.00	non_pocket	
6VCJ	apo	P08709	0	1.8142	4	0.9950	82.17	10	1	0.305	1	0.10	pocket_supported	medium
1UEI	holo	Q9BZX2	1	119.9858	20	0.3843	86.17	23	1	0.936	18	0.78	is_self	
1UEI	holo	Q9HA47	0	93.5451	20	0.6806	83.55	20	1	0.901	19	0.95	pocket_supported	high
1UEI	holo	Q9NWZ5	0	71.0112	19	2.0561	80.72	40	1	0.935	15	0.38	pocket_supported	medium
1UEI	apo	Q9BZX2	1	42.5535	16	2.4870	86.17	25	1	0.936	16	0.64	is_self	
1NHZ	holo	P04150	1	28.9519	17	1.1916	59.63	56	1	0.891	16	0.29	is_self	
1NHZ	apo	P04150	1	34.8977	25	1.2165	59.63	82	1	0.891	18	0.22	is_self	
6L6E	holo	O76074	1	51.7533	17	0.3469	82.01	136	1	0.952	16	0.12	is_self	
6L6E	apo	O76074	1	23.2721	15	0.6602	82.01	99	1	0.952	13	0.13	is_self	
4U7Z	holo	P36507	0	44.9277	15	0.7825	81.62	67	1	0.925	24	0.36	pocket_supported	high
4U7Z	holo	Q02750	1	41.7300	15	0.8113	83.22	44	1	0.925	18	0.41	is_self	
4U7Z	holo	Q92918	0	9.0693	13	2.1417	68.18	63	1	0.884	9	0.14	pocket_supported	medium
4U7Z	apo	Q5J8X5	0	6.9136	6	1.5905	86.05	8			0	0.00	non_pocket	
4U7Z	apo	Q96KB5	0	6.4812	8	1.1922	84.43	9	2	0.310	5	0.56	pocket_supported	high
4U7Z	apo	P49841	0	6.0930	7	2.3746	88.28	13	1	0.621	2	0.15	pocket_supported	medium
4U7Z	apo	Q8WTQ7	0	5.4179	7	2.2121	90.21	16	3	0.240	3	0.19	pocket_supported	medium
4U7Z	apo	Q8NG66	0	5.4060	9	1.9295	68.29	23	6	0.081	6	0.26	pocket_supported	medium
4U7Z	apo	Q15034	0	5.2443	11	2.1854	88.97	35	1	0.957	4	0.11	pocket_supported	medium
4U7Z	apo	P51955	0	4.9334	9	1.8664	78.03	32	2	0.466	4	0.12	pocket_supported	medium
4U7Z	apo	F8VTS6	0	4.4057	6	0.4927	90.78	12	3	0.012	2	0.17	pocket_supported	medium
4U7Z	apo	Q5VYK3	0	4.2656	11	1.2236	83.76	81	1	0.623	3	0.04	pocket_supported	medium
4U7Z	apo	P29376	0	4.2407	9	0.5621	73.64	17	1	0.282	2	0.12	pocket_supported	medium
4U7Z	apo	Q8IVH8	0	4.2309	8	1.8850	71.68	19	1	0.697	2	0.11	pocket_supported	medium
4U7Z	apo	Q9BXA7	0	4.1676	6	1.0271	80.30	14	1	0.537	4	0.29	pocket_supported	medium
4U7Z	apo	Q16512	0	3.9843	8	1.4824	72.03	18	1	0.910	6	0.33	pocket_supported	high
4U7Z	apo	Q9BXI2	0	3.9753	8	1.6164	88.48	14	1	0.888	4	0.29	pocket_supported	medium
4U7Z	apo	Q16566	0	3.9438	7	1.2038	70.63	15	1	0.514	3	0.20	pocket_supported	medium
4U7Z	apo	P0DI81	0	3.8893	6	0.6706	92.25	7	1	0.263	2	0.29	pocket_supported	medium
4U7Z	apo	P0DI82	0	3.8893	6	0.7588	92.34	10	1	0.186	1	0.10	pocket_supported	medium
4U7Z	apo	P0C629	0	3.7861	7	1.2188	82.73	15	4	0.018	2	0.13	pocket_supported	medium
4U7Z	apo	O95819	0	3.7833	10	1.7119	65.48	42	15	0.005	5	0.12	pocket_supported	medium
4U7Z	apo	Q2TAA5	0	3.7633	8	2.1925	91.35	29	1	0.940	5	0.17	pocket_supported	medium
4U7Z	apo	Q00169	0	3.7274	8	1.1293	95.38	11	1	0.992	3	0.27	pocket_supported	medium
4U7Z	apo	Q8NH55	0	3.7087	6	1.2713	83.30	14	1	0.987	1	0.07	pocket_supported	medium
4U7Z	apo	Q8TD86	0	3.6796	6	0.3541	78.33	6			0	0.00	non_pocket	
1XBB	holo	P43405	1	18.4124	12	0.7031	84.10	35	1	0.801	11	0.31	is_self	
1XBB	holo	Q96PN8	0	8.7853	9	2.0879	93.44	17	2	0.337	7	0.41	pocket_supported	medium
1XBB	holo	P00540	0	8.2238	9	2.4530	80.48	19	1	0.755	6	0.32	pocket_supported	medium
1XBB	holo	Q02779	0	7.9077	9	0.4720	60.27	19	1	0.623	6	0.32	pocket_supported	high
1XBB	holo	O43283	0	7.8717	10	1.6508	57.15	14	1	0.653	7	0.50	pocket_supported	high
1XBB	holo	O14733	0	7.1972	10	0.5658	77.28	18	1	0.724	6	0.33	pocket_supported	high
1XBB	holo	P54760	0	7.1780	10	1.6086	81.97	54	1	0.861	5	0.09	pocket_supported	medium
1XBB	holo	P29376	0	6.8185	10	1.5694	73.64	42	11	0.030	2	0.05	pocket_supported	medium
1XBB	holo	P31751	0	6.4439	10	0.4530	82.25	29	1	0.624	7	0.24	pocket_supported	medium
1XBB	holo	P31749	0	6.4186	9	0.4402	83.02	22	1	0.696	7	0.32	pocket_supported	high
1XBB	holo	P21709	0	6.1415	11	1.6414	80.40	49	1	0.708	6	0.12	pocket_supported	medium
1XBB	holo	Q02763	0	5.9424	11	0.4453	83.95	36	2	0.601	5	0.14	pocket_supported	medium
1XBB	holo	O96017	0	5.9418	9	1.6140	76.19	18	1	0.769	7	0.39	pocket_supported	high
1XBB	holo	Q8NFD2	0	5.6110	11	2.2051	81.50	36	2	0.709	8	0.22	pocket_supported	medium
1XBB	holo	P57078	0	5.5943	12	0.6482	74.89	32	1	0.742	7	0.22	pocket_supported	medium
1XBB	holo	Q02750	0	5.4826	9	1.8523	83.22	16	1	0.925	6	0.38	pocket_supported	high
1XBB	holo	P35590	0	5.3683	11	1.6515	80.80	48	3	0.475	5	0.10	pocket_supported	medium
1XBB	apo	P43405	1	16.8982	13	0.9059	84.10	41	1	0.801	12	0.29	is_self	
1XBB	apo	Q99558	0	8.6196	13	2.4582	60.80	53	2	0.498	7	0.13	pocket_supported	medium
1XBB	apo	Q8IY84	0	8.1732	10	1.8121	82.35	23	1	0.940	8	0.35	pocket_supported	high
1XBB	apo	P07948	0	6.2179	10	1.8454	83.19	28	1	0.875	7	0.25	pocket_supported	medium
1XBB	apo	Q8NFD2	0	6.1078	11	1.8080	81.50	20	2	0.709	10	0.50	pocket_supported	high
1XBB	apo	O94768	0	6.0513	10	0.5742	81.17	13	1	0.492	8	0.62	pocket_supported	high
3TVX	holo	Q08499	0	10.8363	8	0.3172	67.45	8	1	0.980	8	1.00	pocket_supported	high
3TVX	holo	Q08493	0	10.3215	8	0.4055	71.15	10	1	0.989	8	0.80	pocket_supported	high
3TVX	holo	P27815	1	9.8803	8	0.3720	64.50	10	1	0.991	8	0.80	is_self	
3TVX	holo	Q07343	0	9.0094	8	0.3857	70.40	10	1	0.956	8	0.80	pocket_supported	high
3TVX	holo	O95263	0	6.8176	7	0.2965	74.06	25	9	0.008	4	0.16	pocket_supported	medium
3TVX	holo	O60658	0	6.0104	7	0.3956	77.72	20	1	0.957	7	0.35	pocket_supported	high
3TVX	holo	Q14432	0	4.2581	6	1.4875	60.25	13	1	0.964	6	0.46	pocket_supported	high
3TVX	holo	Q13370	0	3.5525	6	1.5067	63.72	8	1	0.954	6	0.75	pocket_supported	high
3TVX	holo	Q9NP56	0	2.9268	6	2.2741	79.41	8	1	0.970	6	0.75	pocket_supported	medium
3TVX	holo	Q9UMX6	0	2.8928	3	1.6190	71.31	7	7	0.004	1	0.14	pocket_supported	low
3TVX	holo	O60547	0	2.7417	4	0.9687	94.22	8	3	0.001	1	0.12	pocket_supported	medium
3TVX	holo	Q9NZH0	0	2.6371	5	1.4230	74.34	9			0	0.00	non_pocket	
3TVX	holo	O75223	0	2.6203	4	0.3086	93.24	4			0	0.00	non_pocket	
3TVX	holo	Q8N5G0	0	2.6098	3	1.4884	90.50	5			0	0.00	non_pocket	
3TVX	holo	O15118	0	2.5811	6	2.0977	85.13	28	1	0.998	3	0.11	pocket_supported	medium
3TVX	holo	P34998	0	2.5722	5	0.0618	77.40	6	5	0.016	2	0.33	pocket_supported	medium
3TVX	holo	Q15125	0	2.5611	5	1.3109	95.68	7	1	0.967	4	0.57	pocket_supported	medium
3TVX	holo	P48029	0	2.4608	7	2.0372	84.64	15	2	0.598	4	0.27	pocket_supported	medium
3TVX	holo	Q9NRR1	0	2.4095	5	1.6109	85.48	7			0	0.00	non_pocket	
3TVX	holo	P13569	0	2.3827	7	1.1939	75.60	20	21	0.075	3	0.15	pocket_supported	medium
3TVX	holo	P30411	0	2.3622	5	0.0809	79.52	8	6	0.047	2	0.25	pocket_supported	medium
3TVX	holo	Q9BUA6	0	2.3260	4	1.0925	62.05	7	1	0.314	1	0.14	pocket_supported	medium
3TVX	holo	P17707	0	2.3132	3	0.5896	93.35	4	6	0.117	1	0.25	pocket_supported	low
3TVX	holo	Q99576	0	2.2848	4	0.1028	71.61	6			0	0.00	non_pocket	
3TVX	holo	P36776	0	2.2642	6	0.9330	76.70	11	8	0.005	1	0.09	pocket_supported	medium
3TVX	holo	O00574	0	2.2598	4	1.1853	82.14	7	1	0.937	2	0.29	pocket_supported	medium
3TVX	holo	O15439	0	2.2428	6	2.4486	83.04	17	8	0.153	2	0.12	pocket_supported	medium
3TVX	holo	Q9NUN5	0	2.2402	4	0.4320	83.83	9	12	0.010	3	0.33	pocket_supported	medium
3TVX	holo	P78356	0	2.2208	5	1.1120	84.26	5	3	0.097	3	0.60	pocket_supported	medium
3TVX	holo	P07902	0	2.2199	4	1.2176	91.69	9	2	0.392	2	0.22	pocket_supported	medium
3TVX	holo	P48065	0	2.2068	6	1.3904	87.46	29	1	0.976	4	0.14	pocket_supported	medium
3TVX	holo	Q8NBM8	0	2.1901	5	1.3962	89.84	7	3	0.423	1	0.14	pocket_supported	medium
3TVX	holo	Q8TCG2	0	2.1816	5	2.4445	75.72	13	7	0.034	3	0.23	pocket_supported	medium
3TVX	holo	C9J3V5	0	2.1684	3	0.1673	61.32	4			0	0.00	non_pocket	
3TVX	holo	P05231	0	2.1632	6	0.9559	85.50	8			0	0.00	non_pocket	
3TVX	holo	Q5XKP0	0	2.1600	5	0.0576	86.16	8			0	0.00	non_pocket	
3TVX	holo	O95772	0	2.1469	6	0.7789	62.18	9			0	0.00	non_pocket	
3TVX	holo	Q6PH85	0	2.1339	6	1.2226	93.75	7			0	0.00	non_pocket	
3TVX	holo	Q8NG95	0	2.1333	4	1.2410	87.55	7	7	0.034	2	0.29	pocket_supported	medium
3TVX	holo	O00254	0	2.1296	5	1.3756	76.32	11	6	0.071	4	0.36	pocket_supported	medium
3TVX	holo	Q9NQ60	0	2.1271	5	0.1755	58.92	6			0	0.00	non_pocket	
3TVX	holo	Q969M2	0	2.1265	5	2.1830	58.09	14	3	0.394	2	0.14	pocket_supported	medium
3TVX	holo	Q9UKK6	0	2.1200	3	1.1880	94.18	7			0	0.00	non_pocket	
3TVX	holo	Q8N5C7	0	2.1188	4	0.3535	80.38	2	2	0.402	1	0.50	pocket_supported	medium
3TVX	holo	Q96FJ2	0	2.1132	2	0.1509	96.10	4			0	0.00	non_pocket	
3TVX	holo	P63167	0	2.1132	2	0.1513	95.85	4			0	0.00	non_pocket	
3TVX	holo	P27544	0	2.1124	4	0.6645	88.37	8	3	0.217	2	0.25	pocket_supported	medium
3TVX	holo	Q6PIW4	0	2.0940	5	1.0274	67.54	12			0	0.00	non_pocket	
3TVX	holo	Q9P0J1	0	2.0916	5	1.3452	83.82	9	1	0.573	2	0.22	pocket_supported	medium
3TVX	holo	Q8NBI2	0	2.0795	6	0.9595	92.19	8	2	0.931	1	0.12	pocket_supported	medium
3TVX	holo	P51692	0	2.0524	6	1.6268	85.17	14	8	0.015	1	0.07	pocket_supported	medium
3TVX	holo	P42229	0	2.0434	6	1.6247	85.06	12	6	0.047	1	0.08	pocket_supported	medium
3TVX	holo	P51161	0	2.0364	2	0.6664	90.23	2			0	0.00	non_pocket	
3TVX	holo	P41587	0	2.0313	6	1.6516	74.31	11	11	0.016	2	0.18	pocket_supported	medium
3TVX	holo	O75394	0	2.0285	2	1.0653	91.65	2			0	0.00	non_pocket	
3TVX	holo	Q9UM21	0	2.0273	4	1.0137	85.25	10	2	0.227	2	0.20	pocket_supported	medium
3TVX	holo	Q9H4E7	0	2.0221	7	1.7679	78.12	13	2	0.113	3	0.23	pocket_supported	medium
3TVX	holo	Q9H7X7	0	2.0219	3	0.0787	91.74	4			0	0.00	non_pocket	
3TVX	holo	Q9HC24	0	2.0210	4	0.5055	92.48	15	1	0.838	4	0.27	pocket_supported	medium
3TVX	holo	P43119	0	2.0183	3	1.4273	76.19	8	1	0.679	3	0.38	pocket_supported	medium
3TVX	holo	Q99999	0	2.0068	4	0.3742	88.26	4	1	0.981	2	0.50	pocket_supported	medium
3TVX	holo	Q92508	0	2.0064	8	1.2642	72.05	21	1	0.954	2	0.10	pocket_supported	medium
3TVX	holo	Q9H3B2	0	2.0052	3	0.2689	60.99	10	1	0.022	1	0.10	pocket_supported	low
3TVX	holo	A6NJZ3	0	2.0015	4	0.2886	89.54	2	3	0.102	2	1.00	pocket_supported	medium
3TVX	apo	Q08499	0	10.9810	8	0.3410	67.45	8	1	0.980	8	1.00	pocket_supported	high
3TVX	apo	Q07343	0	9.6003	8	0.4539	70.40	10	1	0.956	8	0.80	pocket_supported	high
3TVX	apo	Q08493	0	9.2467	8	0.2970	71.15	10	1	0.989	8	0.80	pocket_supported	high
3TVX	apo	P27815	1	7.5012	8	0.3126	64.50	10	1	0.991	8	0.80	is_self	
3TVX	apo	O95263	0	7.3766	7	0.1959	74.06	22	9	0.008	4	0.18	pocket_supported	medium
3TVX	apo	O60658	0	6.4024	7	0.2573	77.72	19	1	0.957	7	0.37	pocket_supported	high
3TVX	apo	Q14432	0	4.2150	6	1.5004	60.25	13	1	0.964	6	0.46	pocket_supported	high
3TVX	apo	P01848	0	3.8388	6	1.0183	92.01	7			0	0.00	non_pocket	
3TVX	apo	Q13370	0	3.6470	6	1.5250	63.72	12	1	0.954	6	0.50	pocket_supported	high
3TVX	apo	Q9H7Z6	0	3.3476	7	1.2836	81.66	9	1	0.819	4	0.44	pocket_supported	high
3TVX	apo	Q6PH85	0	3.1926	7	1.2031	93.75	9			0	0.00	non_pocket	
3TVX	apo	P42229	0	3.0642	7	0.6251	85.06	20	6	0.047	1	0.05	pocket_supported	medium
3TVX	apo	P25089	0	3.0043	6	2.4099	83.41	16	1	0.953	4	0.25	pocket_supported	medium
3TVX	apo	A0A1W2PRE2	0	2.9340	3	0.7766	61.51	8			0	0.00	non_pocket	
3TVX	apo	Q96GG9	0	2.9223	7	1.1895	92.03	11			0	0.00	non_pocket	
3TVX	apo	Q16877	0	2.8660	7	0.0770	92.48	6	1	0.978	2	0.33	pocket_supported	medium
3TVX	apo	Q15125	0	2.8647	7	1.6635	95.68	10	1	0.967	6	0.60	pocket_supported	medium
3TVX	apo	P56381	0	2.8597	3	0.0341	85.94	4			0	0.00	non_pocket	
3TVX	apo	Q5VTU8	0	2.8597	3	0.7528	85.82	5			0	0.00	non_pocket	
3TVX	apo	Q8WTV0	0	2.8470	7	2.2150	83.38	14	1	0.936	2	0.14	pocket_supported	medium
3TVX	apo	Q13324	0	2.8280	6	2.3385	78.38	19	1	0.876	6	0.32	pocket_supported	medium
3TVX	apo	Q8NEM2	0	2.7953	5	0.0389	73.53	10	9	0.003	2	0.20	pocket_supported	medium
3TVX	apo	Q99705	0	2.7600	6	1.6039	84.46	17	1	0.883	3	0.18	pocket_supported	medium
3TVX	apo	Q8NGL0	0	2.7288	4	0.7475	89.43	11	6	0.059	2	0.18	pocket_supported	medium
3TVX	apo	Q8TDY3	0	2.7079	5	0.3569	93.51	6	1	0.959	1	0.17	pocket_supported	medium
3TVX	apo	Q14116	0	2.6833	4	0.2134	89.11	4			0	0.00	non_pocket	
3TVX	apo	P51692	0	2.6621	7	0.6224	85.17	20	8	0.015	1	0.05	pocket_supported	medium
3TVX	apo	P32881	0	2.6557	5	1.2891	84.53	9			0	0.00	non_pocket	
3TVX	apo	Q9BUA6	0	2.6322	5	1.0401	62.05	9	1	0.314	2	0.22	pocket_supported	medium
3TVX	apo	O75223	0	2.6203	4	0.3918	93.24	4			0	0.00	non_pocket	
3TVX	apo	Q8N5G0	0	2.6098	3	1.4828	90.50	5			0	0.00	non_pocket	
3TVX	apo	Q9H993	0	2.6007	5	1.5019	94.90	9	1	0.583	1	0.11	pocket_supported	medium
3TVX	apo	Q13007	0	2.5176	5	1.8046	83.56	10	1	0.005	1	0.10	pocket_supported	medium
3TVX	apo	Q86YN1	0	2.5079	4	1.8873	89.48	13	2	0.598	1	0.08	pocket_supported	medium
3TVX	apo	P07339	0	2.4925	5	0.7663	85.07	5			0	0.00	non_pocket	
3TVX	apo	Q14257	0	2.4854	4	0.2240	78.03	8			0	0.00	non_pocket	
3TVX	apo	P0DTU3	0	2.4786	5	2.3623	90.87	9			0	0.00	non_pocket	
3TVX	apo	Q8NGF8	0	2.4646	5	1.2200	87.07	10	2	0.419	1	0.10	pocket_supported	medium
3TVX	apo	Q2M2E3	0	2.4642	5	0.1090	55.23	8	1	0.364	2	0.25	pocket_supported	medium
3TVX	apo	Q9NUN5	0	2.4384	4	0.4556	83.83	13	12	0.010	3	0.23	pocket_supported	medium
3TVX	apo	Q9NRR1	0	2.4095	5	0.0333	85.48	6			0	0.00	non_pocket	
3TVX	apo	Q9BQ70	0	2.3974	7	1.0305	72.04	16	6	0.040	3	0.19	pocket_supported	medium
3TVX	apo	A6NHM9	0	2.3893	5	0.8796	89.96	10	4	0.032	2	0.20	pocket_supported	medium
3TVX	apo	Q9H7X7	0	2.3604	3	0.1292	91.74	6			0	0.00	non_pocket	
3TVX	apo	Q8N983	0	2.3536	3	1.0499	82.69	3			0	0.00	non_pocket	
