Q93009	Q8TAT6	1.266E-03	118	6.789E-01	0.145	0.220	0.146
Q93009	Q9BSM1	4.716E-03	117	7.160E-01	0.141	0.172	0.347
Q93009	O43566	2.747E-05	115	3.942E-01	0.093	0.398	0.276
Q93009	P11171	1.685E-03	113	6.794E-01	0.112	0.186	0.103
Q93009	P26045	2.662E-03	112	6.563E-01	0.137	0.223	0.112
Q93009	Q9Y2J2	3.347E-03	111	6.916E-01	0.125	0.208	0.081
Q93009	O94888	3.544E-03	110	6.629E-01	0.140	0.212	0.180
Q93009	Q04323	2.662E-03	109	6.336E-01	0.136	0.214	0.313
Q93009	Q6AI12	2.515E-03	108	6.661E-01	0.171	0.197	0.274
Q93009	Q9UNN5	3.656E-05	108	3.679E-01	0.103	0.411	0.286
Q93009	Q3MIN7	5.599E-03	108	7.420E-01	0.080	0.186	0.134
Q93009	Q9UPU5	5.928E-03	108	7.052E-01	0.103	0.220	0.033
Q93009	Q86UX7	2.032E-04	105	4.527E-01	0.132	0.311	0.199
Q93009	Q9NRR5	1.129E-03	104	5.583E-01	0.183	0.237	0.168
Q93009	Q9NZL6	7.037E-03	104	7.046E-01	0.094	0.191	0.132
Q93009	Q9HCM4	1.050E-02	103	7.174E-01	0.118	0.206	0.119
Q93009	O60260	1.860E-02	102	7.689E-01	0.175	0.172	0.161
Q93009	O43491	3.161E-03	102	6.388E-01	0.122	0.201	0.097
Q93009	O94887	3.347E-03	102	6.496E-01	0.103	0.201	0.090
Q93009	Q8WY64	7.451E-03	101	6.725E-01	0.125	0.205	0.200
Q93009	O94817	5.928E-03	98	6.304E-01	0.062	0.205	0.636
Q93009	A2A2Y4	1.246E-02	98	6.863E-01	0.090	0.203	0.146
Q93009	Q96JH7	3.973E-03	98	6.120E-01	0.094	0.241	0.082
Q93009	P62979	4.716E-03	97	6.152E-01	0.181	0.218	0.590
Q93009	Q15813	7.569E-04	97	4.912E-01	0.126	0.311	0.271
Q93009	P38432	4.207E-03	97	6.332E-01	0.184	0.186	0.153
Q93009	A6NDN8	8.354E-03	96	6.397E-01	0.114	0.227	0.873
Q93009	Q9H347	5.928E-03	96	5.944E-01	0.121	0.239	0.156
Q93009	Q9H4G0	1.050E-02	95	6.529E-01	0.098	0.208	0.100
Q93009	Q9BZL1	1.757E-02	94	7.091E-01	0.123	0.165	0.973
Q93009	P26038	1.320E-02	94	6.923E-01	0.115	0.195	0.140
Q93009	Q96AC1	1.196E-03	94	4.677E-01	0.130	0.316	0.196
Q93009	Q15843	1.320E-02	93	6.770E-01	0.125	0.212	1.000
Q93009	Q9BQL6	5.371E-04	93	4.361E-01	0.109	0.337	0.205
Q93009	Q5T124	7.890E-03	92	6.111E-01	0.077	0.235	0.192
Q93009	Q99426	7.037E-03	91	5.753E-01	0.080	0.223	0.426
Q93009	Q96LJ8	5.928E-03	91	6.060E-01	0.135	0.205	0.364
Q93009	Q7Z6J6	1.397E-02	91	6.821E-01	0.087	0.169	0.142
Q93009	Q3MII6	8.354E-03	91	5.990E-01	0.109	0.235	0.163
Q93009	Q14289	7.037E-03	91	5.990E-01	0.156	0.205	0.108
Q93009	P46379	7.451E-03	91	5.819E-01	0.153	0.239	0.088
Q93009	P11441	5.928E-03	90	5.752E-01	0.163	0.210	0.592
Q93009	Q9HCS5	2.775E-02	90	6.790E-01	0.128	0.205	0.136
Q93009	O00507	4.994E-03	90	5.825E-01	0.094	0.222	0.038
Q93009	Q8N7F7	1.757E-02	89	6.594E-01	0.137	0.220	0.489
Q93009	Q9NVX2	2.819E-03	89	5.550E-01	0.173	0.186	0.192
Q93009	Q9UHD9	1.112E-02	89	6.075E-01	0.158	0.235	0.149
Q93009	P62987	2.375E-03	88	5.163E-01	0.147	0.282	0.891
Q93009	Q06587	5.836E-02	88	7.157E-01	0.115	0.170	0.352
Q93009	Q9H0F6	4.994E-03	87	5.517E-01	0.117	0.237	0.269
Q93009	Q8IYU4	1.050E-02	87	5.831E-01	0.200	0.241	0.221
Q93009	Q15678	4.385E-02	87	6.999E-01	0.114	0.208	0.075
Q93009	Q71RG4	1.397E-02	86	6.623E-01	0.106	0.191	0.255
Q93009	P15311	1.320E-02	86	6.234E-01	0.126	0.223	0.145
Q93009	Q8TEU7	2.338E-02	86	6.627E-01	0.123	0.208	0.056
Q93009	Q5VVQ6	6.277E-03	85	5.019E-01	0.116	0.250	0.330
Q93009	P35241	2.775E-02	85	6.771E-01	0.127	0.191	0.136
Q93009	Q12967	4.916E-02	85	7.413E-01	0.082	0.178	0.100
Q93009	Q9BSE4	3.911E-02	84	6.442E-01	0.125	0.237	0.246
Q93009	Q9UPW6	7.451E-03	84	5.605E-01	0.098	0.191	0.151
Q93009	Q9Y4F1	3.111E-02	84	6.736E-01	0.135	0.182	0.084
Q93009	Q16825	1.860E-02	84	6.079E-01	0.097	0.218	0.084
Q93009	Q86WH2	7.890E-03	83	5.504E-01	0.078	0.205	0.450
Q93009	O00124	8.014E-04	83	4.225E-01	0.097	0.318	0.563
Q93009	Q5TDH0	4.716E-03	83	5.088E-01	0.138	0.220	0.238
Q93009	Q504T8	3.111E-02	83	6.855E-01	0.118	0.191	0.182
Q93009	Q96BJ8	2.208E-02	83	6.289E-01	0.105	0.195	0.104
Q93009	Q9UPX8	1.860E-02	83	6.329E-01	0.078	0.186	0.052
Q93009	Q15370	1.177E-02	82	5.485E-01	0.162	0.218	0.797
Q93009	Q9BSL1	1.397E-02	82	5.756E-01	0.116	0.214	0.222
Q93009	Q9Y5A7	4.385E-02	82	6.849E-01	0.111	0.222	0.135
Q93009	O15211	7.037E-03	82	5.208E-01	0.093	0.237	0.133
Q93009	Q9P212	3.453E-05	82	2.681E-01	0.110	0.405	0.101
Q93009	Q9UMX0	2.939E-02	81	6.029E-01	0.150	0.237	0.161
Q93009	P62861	5.205E-02	80	6.961E-01	0.136	0.222	0.579
Q93009	O14562	3.911E-02	80	6.263E-01	0.131	0.239	0.307
Q93009	A6NFN9	1.592E-03	80	3.743E-01	0.116	0.383	0.311
Q93009	Q9UHV5	1.757E-02	80	5.774E-01	0.129	0.178	0.156
Q93009	Q8WUN7	2.208E-02	79	5.842E-01	0.105	0.231	0.393
Q93009	Q15459	5.511E-02	79	6.601E-01	0.096	0.222	0.112
Q93009	P35227	4.716E-03	78	4.475E-01	0.131	0.235	0.358
Q93009	Q9BYE7	9.366E-03	78	4.819E-01	0.109	0.205	0.286
Q93009	Q5HYJ1	3.295E-02	78	5.924E-01	0.134	0.208	0.256
Q93009	Q93008	1.246E-02	78	5.312E-01	0.110	0.222	0.039
Q93009	Q15011	5.205E-02	77	6.261E-01	0.124	0.235	0.256
Q93009	P10398	5.928E-03	77	4.845E-01	0.135	0.288	0.190
Q93009	Q01826	1.320E-02	76	5.416E-01	0.109	0.199	0.156
Q93009	O95398	3.488E-02	76	6.122E-01	0.141	0.214	0.093
Q93009	Q8WZA2	2.939E-02	76	5.983E-01	0.137	0.206	0.083
Q93009	Q9Y4G6	8.269E-06	76	1.980E-01	0.081	0.983	0.173
Q93009	O14640	1.659E-02	75	5.522E-01	0.139	0.222	0.140
Q93009	Q9Y4G8	5.205E-02	75	6.574E-01	0.123	0.193	0.056
Q93009	P55196	3.508E-06	75	1.895E-01	0.115	0.746	0.208
Q93009	Q9Y490	5.234E-06	75	1.849E-01	0.086	0.960	0.174
Q93009	Q9NWK9	8.845E-03	74	5.098E-01	0.166	0.169	0.223
Q93009	Q14451	3.544E-03	74	4.060E-01	0.123	0.358	0.295
Q93009	Q92565	3.911E-02	74	5.862E-01	0.145	0.222	0.155
Q93009	Q13671	5.205E-02	74	6.447E-01	0.142	0.165	0.101
Q93009	Q9Y613	5.599E-03	74	4.416E-01	0.158	0.210	0.093
Q93009	O00422	2.475E-02	73	5.353E-01	0.094	0.229	0.882
Q93009	O75901	1.480E-02	73	4.857E-01	0.105	0.239	0.267
Q93009	P54792	1.567E-02	73	5.345E-01	0.152	0.223	0.149
Q93009	Q92556	5.836E-02	73	6.138E-01	0.098	0.210	0.110
Q93009	P60520	5.205E-02	72	6.116E-01	0.110	0.169	0.735
Q93009	Q8TCF1	5.511E-02	72	6.052E-01	0.123	0.193	0.392
Q93009	Q8WWW0	1.757E-02	72	5.256E-01	0.104	0.212	0.328
Q93009	Q99759	6.543E-02	72	5.953E-01	0.117	0.237	0.165
Q93009	P04049	1.112E-02	72	4.791E-01	0.100	0.294	0.190
Q93009	Q9BZV1	6.543E-02	71	5.812E-01	0.126	0.223	0.220
Q93009	Q8NA54	2.208E-02	71	5.107E-01	0.131	0.282	0.148
Q93009	Q14596	4.385E-02	71	5.610E-01	0.091	0.223	0.101
Q93009	Q9P2Q2	9.220E-02	71	6.499E-01	0.087	0.189	0.077
Q93009	Q3KNV8	8.845E-03	70	4.415E-01	0.164	0.324	0.624
Q93009	Q9BVT8	5.836E-02	70	5.764E-01	0.125	0.237	0.374
Q93009	Q8WTU0	2.085E-02	70	5.017E-01	0.131	0.222	0.237
Q93009	Q96JJ3	8.708E-02	70	6.149E-01	0.110	0.205	0.110
Q93009	O75153	4.916E-02	70	5.629E-01	0.120	0.201	0.086
Q93009	O76075	8.708E-02	69	6.283E-01	0.116	0.195	0.210
Q93009	Q92997	2.085E-02	69	5.401E-01	0.089	0.223	0.130
Q93009	Q13574	1.112E-02	69	4.693E-01	0.070	0.212	0.145
Q93009	P52824	8.141E-05	69	2.356E-01	0.102	0.614	0.301
Q93009	O75747	9.763E-02	69	6.142E-01	0.104	0.191	0.055
Q93009	Q9BYB0	6.928E-02	69	6.073E-01	0.116	0.186	0.053
Q93009	O95166	1.299E-01	68	6.199E-01	0.141	0.176	0.761
Q93009	Q9GZQ8	1.542E-01	68	6.804E-01	0.112	0.172	0.720
Q93009	Q9NS23	1.177E-02	68	4.713E-01	0.123	0.201	0.404
Q93009	P54725	6.543E-02	68	5.844E-01	0.074	0.222	0.251
Q93009	P41743	1.969E-02	68	4.783E-01	0.168	0.237	0.178
Q93009	Q86XD8	8.845E-03	68	4.043E-01	0.113	0.294	0.212
Q93009	O00443	1.034E-01	68	6.137E-01	0.101	0.191	0.052
Q93009	Q9HAC8	5.205E-02	67	5.486E-01	0.087	0.214	0.383
Q93009	Q5VX52	3.488E-02	67	5.401E-01	0.100	0.222	0.294
Q93009	Q6ZUT3	2.732E-01	67	7.379E-01	0.099	0.189	0.109
Q93009	Q9HCM2	3.111E-02	67	4.862E-01	0.088	0.222	0.064
Q93009	Q9BXW4	1.831E-01	66	6.669E-01	0.102	0.172	0.612
Q93009	P35226	2.338E-02	66	4.560E-01	0.082	0.222	0.356
Q93009	Q9BPZ7	9.664E-05	66	2.061E-01	0.094	0.659	0.571
Q93009	Q9BZE9	1.383E-05	66	1.553E-01	0.093	0.811	0.844
Q93009	O94827	3.911E-02	66	4.915E-01	0.093	0.239	0.097
Q93009	P42338	1.841E-05	66	1.731E-01	0.093	0.788	0.460
Q93009	O15111	3.911E-02	65	4.945E-01	0.124	0.233	0.148
Q93009	Q96P48	1.299E-01	65	6.350E-01	0.156	0.174	0.063
Q93009	A6NEN9	5.205E-02	64	5.628E-01	0.125	0.159	0.399
Q93009	Q96CS3	2.174E-01	64	6.232E-01	0.088	0.214	0.209
Q93009	Q9UHG0	8.014E-04	64	2.595E-01	0.095	0.405	0.450
Q93009	Q8N878	5.836E-02	64	5.490E-01	0.122	0.186	0.193
Q93009	Q9NZJ4	3.752E-03	64	3.409E-01	0.109	0.333	0.147
Q93009	O15031	4.141E-02	64	4.832E-01	0.161	0.222	0.065
Q93009	Q9Y566	4.385E-02	64	5.323E-01	0.144	0.189	0.046
Q93009	O95164	9.763E-02	63	5.243E-01	0.125	0.233	0.915
Q93009	A0A2R8Y7D0	1.159E-01	63	6.257E-01	0.114	0.182	0.675
Q93009	P68543	1.050E-02	63	3.864E-01	0.097	0.390	0.726
Q93009	O14641	3.488E-02	63	5.037E-01	0.135	0.237	0.144
Q93009	Q9H0R8	2.893E-01	62	6.490E-01	0.141	0.167	0.718
Q93009	P15056	2.939E-02	62	4.559E-01	0.114	0.294	0.153
Q93009	Q13009	6.928E-02	62	5.245E-01	0.154	0.193	0.055
Q93009	Q8IVF5	4.916E-02	62	5.278E-01	0.125	0.265	0.066
Q93009	Q9Y4D7	1.034E-01	62	5.866E-01	0.077	0.182	0.058
Q93009	Q9H492	1.376E-01	61	5.819E-01	0.109	0.199	0.760
Q93009	Q92734	1.831E-01	61	6.034E-01	0.062	0.205	0.220
Q93009	Q6IQ49	3.636E-01	61	7.123E-01	0.090	0.206	0.162
Q93009	Q14449	2.819E-03	61	3.325E-01	0.110	0.466	0.313
Q93009	Q9H329	9.763E-02	61	5.625E-01	0.106	0.199	0.129
Q93009	Q6P9G0	4.643E-02	60	4.639E-01	0.100	0.195	0.390
Q93009	Q9Y2U5	3.488E-02	60	4.860E-01	0.178	0.250	0.197
Q93009	Q9Y2T1	6.928E-02	60	5.288E-01	0.155	0.212	0.106
Q93009	O15169	6.179E-02	60	5.436E-01	0.082	0.189	0.108
Q93009	Q9P2F6	3.111E-02	60	4.407E-01	0.126	0.222	0.115
Q93009	Q9BV90	9.763E-02	59	5.164E-01	0.123	0.201	0.705
Q93009	O95801	7.335E-02	59	5.122E-01	0.141	0.203	0.300
Q93009	Q9BYM8	8.708E-02	59	5.241E-01	0.120	0.227	0.218
Q93009	Q6SJ93	7.451E-03	59	3.197E-01	0.056	0.392	0.263
Q93009	Q70E73	2.302E-01	59	5.981E-01	0.108	0.178	0.074
Q93009	A6NCE7	4.077E-01	58	6.705E-01	0.121	0.172	0.720
Q93009	Q99933	1.633E-01	58	5.683E-01	0.096	0.199	0.281
Q93009	A8MYV0	2.243E-03	58	2.496E-01	0.095	0.409	0.563
Q93009	Q13163	5.511E-02	58	4.345E-01	0.093	0.235	0.268
Q93009	Q96PZ2	9.664E-05	58	1.858E-01	0.109	0.956	0.792
Q93009	Q155Q3	3.911E-02	58	4.919E-01	0.101	0.195	0.139
Q93009	Q5U651	6.928E-02	58	4.559E-01	0.121	0.239	0.156
Q93009	Q8TB24	1.299E-01	58	5.268E-01	0.090	0.223	0.103
Q93009	O00329	1.712E-04	58	1.734E-01	0.074	0.767	0.453
Q93009	O00750	7.767E-02	58	4.885E-01	0.145	0.170	0.057
Q93009	Q86SE9	7.335E-02	57	4.374E-01	0.110	0.210	0.496
Q93009	Q9BYG4	6.646E-03	57	3.444E-01	0.126	0.345	0.463
Q93009	Q86UR1	5.511E-02	57	4.640E-01	0.068	0.371	0.321
Q93009	Q8N392	1.095E-01	57	5.069E-01	0.086	0.208	0.134
Q93009	Q2V2M9	6.928E-02	57	4.718E-01	0.172	0.195	0.070
Q93009	Q8WYQ4	5.511E-02	56	4.412E-01	0.098	0.312	0.824
Q93009	Q14CS0	2.208E-02	56	3.542E-01	0.088	0.384	0.565
Q93009	Q13322	4.716E-03	56	3.238E-01	0.101	0.470	0.296
Q93009	P42336	2.705E-04	56	1.800E-01	0.089	0.782	0.434
Q93009	Q9UNZ2	1.397E-02	55	3.459E-01	0.117	0.373	0.768
Q93009	Q05513	8.224E-02	54	4.508E-01	0.173	0.237	0.181
Q93009	Q9HD67	1.227E-01	54	4.985E-01	0.080	0.191	0.044
Q93009	Q14320	1.095E-01	53	4.897E-01	0.115	0.170	0.354
Q93009	Q9BY60	3.636E-01	52	5.845E-01	0.126	0.186	0.709
Q93009	Q9NPB6	2.208E-02	52	3.470E-01	0.139	0.360	0.532
Q93009	A2VCK2	2.085E-02	52	2.939E-01	0.083	0.392	0.562
Q93009	P20061	5.511E-02	52	3.905E-01	0.114	0.241	0.293
Q93009	O43157	3.434E-01	52	6.191E-01	0.106	0.172	0.052
Q93009	Q9H1Y0	5.205E-02	51	3.215E-01	0.121	0.354	0.953
Q93009	Q96CN7	1.831E-01	51	5.253E-01	0.081	0.290	0.393
Q93009	Q8WYP3	1.542E-01	51	4.518E-01	0.116	0.233	0.122
Q93009	Q15080	4.643E-02	50	3.995E-01	0.112	0.297	0.413
Q93009	P20062	6.928E-02	50	4.233E-01	0.170	0.235	0.297
Q93009	Q14164	1.542E-01	50	4.627E-01	0.128	0.227	0.147
Q93009	Q96KQ4	8.224E-02	50	4.113E-01	0.135	0.269	0.134
Q93009	Q7Z6E9	2.437E-01	50	5.093E-01	0.075	0.216	0.051
Q93009	O75051	1.457E-01	50	4.538E-01	0.102	0.222	0.065
Q93009	O14920	8.224E-02	49	4.000E-01	0.086	0.212	0.163
Q93009	Q9UHD2	2.732E-01	48	4.717E-01	0.103	0.331	0.189
Q93009	Q8N9S9	5.511E-02	47	3.257E-01	0.118	0.345	0.445
Q93009	Q13625	5.124E-01	47	5.178E-01	0.151	0.172	0.080
Q93009	Q8IVE3	4.077E-01	47	5.028E-01	0.089	0.205	0.072
Q93009	P51805	2.580E-01	47	4.979E-01	0.104	0.212	0.068
Q93009	P55039	6.441E-01	46	5.674E-01	0.065	0.195	0.212
Q93009	P19878	4.916E-02	46	3.225E-01	0.101	0.371	0.333
Q93009	O76083	6.543E-02	46	3.570E-01	0.083	0.237	0.164
Q93009	Q9H6R7	1.939E-01	45	4.361E-01	0.140	0.241	0.136
Q93009	Q13459	3.544E-03	45	2.077E-01	0.096	0.691	0.161
Q93009	P35240	1.246E-02	44	2.405E-01	0.107	0.581	0.481
Q93009	Q7Z736	6.441E-01	44	5.015E-01	0.095	0.201	0.129
Q93009	P48736	3.399E-04	44	1.367E-01	0.068	0.996	0.448
Q93009	Q9ULM0	6.083E-01	44	5.090E-01	0.126	0.205	0.080
Q93009	P56715	1.889E-03	44	1.817E-01	0.114	0.672	0.146
Q93009	Q9P2J5	3.434E-01	43	4.383E-01	0.078	0.191	0.094
Q93009	Q12923	1.633E-01	43	3.695E-01	0.125	0.348	0.078
Q93009	Q96NE9	2.475E-02	42	2.489E-01	0.089	0.564	0.484
Q93009	Q9Y2L6	6.543E-02	41	2.962E-01	0.101	0.506	0.245
Q93009	Q14CM0	1.860E-02	41	2.333E-01	0.113	0.767	0.220
Q93009	B2RTY4	1.860E-02	41	2.482E-01	0.079	0.545	0.125
Q93009	Q5YKI7	1.518E+00	40	5.890E-01	0.138	0.153	0.771
Q93009	Q9Y247	1.939E-01	40	3.746E-01	0.112	0.182	0.351
Q93009	Q9BZ67	6.083E-01	39	4.751E-01	0.111	0.199	0.252
Q93009	Q9BZ68	7.221E-01	38	4.777E-01	0.110	0.188	0.295
Q93009	Q9NZI6	2.893E-01	38	3.874E-01	0.118	0.191	0.225
Q93009	Q8TDY2	1.279E+00	38	5.269E-01	0.100	0.218	0.056
Q93009	Q6P4F2	4.571E-01	37	3.946E-01	0.100	0.176	0.601
Q93009	P10109	5.426E-01	37	3.982E-01	0.125	0.220	0.739
Q93009	Q9Y295	1.457E-01	37	3.407E-01	0.120	0.282	0.512
Q93009	Q8WWN8	3.488E-02	37	2.212E-01	0.112	0.572	0.190
Q93009	Q9H2L5	1.159E-01	36	2.902E-01	0.096	0.366	0.667
Q93009	Q96L92	1.376E-01	36	2.855E-01	0.106	0.439	0.436
Q93009	Q6ZVD8	1.542E-01	36	3.403E-01	0.110	0.252	0.113
Q93009	Q8IVL1	1.608E+00	36	5.276E-01	0.108	0.201	0.048
Q93009	Q15036	1.112E-02	35	1.946E-01	0.098	0.718	0.743
Q93009	Q05397	8.096E-01	35	4.407E-01	0.102	0.208	0.093
Q93009	Q5SYB0	2.775E-02	35	2.121E-01	0.129	0.682	0.240
Q93009	Q8WZ64	7.221E-01	35	4.074E-01	0.076	0.341	0.077
Q93009	Q8NEY1	2.302E-01	35	3.278E-01	0.105	0.320	0.101
Q93009	P27352	7.221E-01	34	4.210E-01	0.113	0.199	0.293
Q93009	P62847	1.141E+00	33	4.980E-01	0.130	0.081	0.346
Q93009	Q6ZTQ3	9.611E-01	33	4.293E-01	0.159	0.195	0.282
Q93009	Q9GZL7	3.850E-01	33	3.700E-01	0.119	0.203	0.239
Q93009	Q7Z5R6	4.571E-01	33	3.373E-01	0.095	0.345	0.264
Q93009	P54578	4.499E+00	32	6.314E-01	0.146	0.220	0.164
Q93009	Q86UV5	3.636E-01	32	3.338E-01	0.103	0.422	0.162
Q93009	Q13501	1.078E+00	31	3.918E-01	0.060	0.341	0.339
Q93009	Q99816	3.015E+00	30	6.101E-01	0.100	0.057	0.077
Q93009	Q8TAF3	9.077E-01	28	3.240E-01	0.099	0.367	0.282
Q93009	P50749	1.633E-01	27	2.161E-01	0.101	0.504	0.727
Q93009	Q9NYK5	4.840E-01	27	2.635E-01	0.074	0.305	0.491
Q93009	Q8WZ74	2.140E+00	26	3.466E-01	0.077	0.324	0.102
Q93009	O14908	2.540E+00	25	3.936E-01	0.127	0.205	0.258
Q93009	Q6L8Q7	8.572E-01	22	2.357E-01	0.084	0.322	0.300
Q93009	Q96RY5	4.249E+00	22	4.119E-01	0.088	0.161	0.098
Q93009	Q8TF64	1.279E+00	21	2.410E-01	0.092	0.443	0.699
Q93009	P40938	3.015E+00	21	3.538E-01	0.112	0.144	0.208
Q93009	Q9NYQ6	1.757E-02	21	9.203E-02	0.066	0.992	0.386
Q93009	P26639	6.820E-01	20	1.877E-01	0.109	0.492	0.368
Q93009	Q8N812	9.461E+00	19	5.741E-01	0.071	0.053	0.207
Q93009	Q8TF65	1.909E+00	19	2.389E-01	0.089	0.341	0.565
Q93009	Q06330	3.636E-01	19	1.581E-01	0.127	0.347	0.314
Q93009	Q9NP74	2.266E+00	17	2.598E-01	0.127	0.136	0.149
Q93009	Q8N1W1	2.021E+00	17	1.955E-01	0.121	0.275	0.066
Q93009	Q02543	4.013E+00	16	2.846E-01	0.147	0.136	0.511
Q93009	Q92974	2.399E+00	16	1.921E-01	0.096	0.288	0.117
Q93009	P35232	4.499E+00	14	2.255E-01	0.134	0.206	0.368
Q93009	Q9Y276	2.021E+00	14	1.746E-01	0.116	0.282	0.344
Q93009	Q96D46	1.141E+00	14	1.173E-01	0.083	0.617	0.598
Q93009	O95793	7.109E+00	14	2.566E-01	0.063	0.152	0.151
Q93009	Q6ZSZ5	2.540E+00	14	1.525E-01	0.126	0.409	0.106
Q93009	P15104	7.109E+00	13	2.416E-01	0.077	0.341	0.357
Q93009	Q9BRX2	1.354E+00	13	1.533E-01	0.105	0.263	0.397
Q93009	Q8TAD8	3.790E+00	13	1.914E-01	0.111	0.284	0.303
Q93009	Q96KR4	1.909E+00	13	1.431E-01	0.092	0.275	0.210
Q93009	Q8N4N8	3.580E+00	13	1.752E-01	0.080	0.191	0.141
Q93009	Q9BW92	5.656E+00	13	2.055E-01	0.119	0.491	0.373
Q93009	P55291	4.840E-01	13	8.573E-02	0.080	0.970	0.611
Q93009	Q5TEA3	1.909E+00	13	1.473E-01	0.078	0.398	0.213
Q93009	Q86UR5	1.608E+00	13	1.390E-01	0.076	0.369	0.150
Q93009	Q92637	8.439E+00	12	2.706E-01	0.103	0.169	0.250
Q93009	Q8N0S6	2.399E+00	12	1.508E-01	0.111	0.288	0.483
Q93009	Q6P5Z2	5.045E+00	12	2.196E-01	0.184	0.170	0.085
Q93009	P01266	4.013E+00	12	1.537E-01	0.066	0.377	0.111
Q93009	Q702N8	3.790E+00	12	1.642E-01	0.106	0.377	0.098
Q93009	Q8WV24	3.193E+00	11	1.212E-01	0.092	0.347	0.456
Q93009	Q58FG1	3.790E+00	11	1.595E-01	0.143	0.337	0.318
Q93009	Q99572	4.249E+00	11	2.213E-01	0.110	0.165	0.126
Q93009	P19320	7.221E-01	11	8.772E-02	0.074	0.943	0.575
Q93009	P08047	4.764E+00	11	1.670E-01	0.103	0.280	0.152
Q93009	A8MVW0	5.988E+00	11	2.987E-01	0.070	0.134	0.050
Q93009	Q7Z2K6	6.714E+00	11	1.763E-01	0.069	0.388	0.166
Q93009	Q05586	5.988E+00	11	1.859E-01	0.118	0.119	0.076
Q93009	Q2KHT3	5.656E+00	11	1.780E-01	0.119	0.269	0.101
Q93009	Q9P2D1	3.381E+00	11	1.697E-01	0.117	0.180	0.086
Q93009	P01375	3.790E+00	10	1.296E-01	0.067	0.491	0.524
Q93009	Q2MV58	5.988E+00	10	1.385E-01	0.109	0.354	0.419
Q93009	Q8NBP0	8.935E+00	10	1.905E-01	0.166	0.116	0.062
Q93009	P32927	3.015E+00	10	1.111E-01	0.089	0.629	0.386
Q93009	Q9BTE6	9.461E+00	9	1.454E-01	0.053	0.360	0.454
Q93009	P00736	3.580E+00	9	1.010E-01	0.111	0.784	0.546
Q93009	O95760	6.714E+00	8	1.500E-01	0.086	0.195	0.337
Q93009	Q6ZNG9	7.970E+00	8	1.434E-01	0.094	0.225	0.354
Q93009	Q8N5A5	6.714E+00	8	1.296E-01	0.095	0.402	0.507
Q93009	Q8WYR1	5.988E+00	8	1.081E-01	0.080	0.402	0.234
Q93009	A0AAG2SWI5	4.013E+00	8	8.752E-02	0.093	0.911	0.242
O75469	O75469	3.467E-36	1840	9.937E-01	0.924	0.996	0.675
O75469	Q14994	6.126E-15	653	8.400E-01	0.380	0.978	0.702
O75469	P11473	2.224E-15	626	7.876E-01	0.326	0.996	0.714
O75469	P55055	4.877E-12	507	8.065E-01	0.219	0.989	0.526
O75469	Q13133	1.855E-11	490	8.199E-01	0.229	0.989	0.541
O75469	P13631	4.665E-10	415	7.982E-01	0.225	0.978	0.520
O75469	P10276	9.749E-10	411	8.131E-01	0.238	1.000	0.524
O75469	P35398	5.115E-10	407	7.654E-01	0.190	0.989	0.472
O75469	Q96RI1	8.891E-10	403	7.842E-01	0.232	0.989	0.471
