O76074	sp|Q9NP56|	30.100	90	2.51e-34	130
O76074	sp|Q13946|	30.717	88	4.14e-34	129
O76074	sp|Q08499|	28.522	87	2.06e-30	121
O76074	sp|Q07343|	28.522	87	1.21e-26	110
O76074	sp|P27815|	29.470	90	2.40e-26	109
O76074	sp|Q14123|	28.750	95	4.22e-26	108
O76074	sp|P54750|	26.006	96	3.13e-25	105
O76074	sp|Q01064|	27.778	87	1.39e-23	100
O76074	sp|O60658|	23.145	96	7.34e-19	87.0
O76074	sp|O95263|	23.247	79	4.04e-17	82.0
O76074	sp|Q13370|	22.424	85	2.30e-12	67.4
O76074	sp|Q14432|	26.238	61	1.63e-11	65.1
O76074	sp|Q9BTC0|	27.835	27	2.1	30.0
O76074	sp|P31327|	30.189	16	3.4	29.3
O76074	sp|A0FGR9|	46.667	9	3.5	29.3
O76074	sp|Q9Y3Z3|	24.242	19	4.2	28.9
O76074	sp|Q9NY46|	35.556	13	6.9	28.5
O76074	sp|Q9P219|	33.898	17	7.1	28.5
O76074	sp|Q9BY79|	33.333	8	8.5	28.1
O76074	sp|Q6P2M8|	38.235	10	9.9	27.7
Q02750	sp|Q02750|	90.343	99	0.0	579
Q02750	sp|P36507|	79.692	99	0.0	525
Q02750	sp|Q13163|	47.405	99	1.02e-88	271
Q02750	sp|P52564|	41.000	99	1.95e-74	231
Q02750	sp|P46734|	40.803	99	2.28e-72	226
Q02750	sp|O14733|	41.096	96	4.80e-68	217
Q02750	sp|P45985|	39.933	97	5.25e-68	216
Q02750	sp|Q13188|	39.114	91	2.66e-56	188
Q02750	sp|Q13043|	36.162	91	4.64e-53	179
Q02750	sp|Q9Y6E0|	36.431	91	3.03e-46	160
Q02750	sp|Q9P289|	36.090	90	4.42e-46	159
Q02750	sp|O00506|	36.194	91	1.20e-45	159
Q02750	sp|O94804|	33.824	90	1.76e-40	149
Q02750	sp|Q8IVH8|	33.574	92	1.10e-36	138
Q02750	sp|Q92918|	31.022	92	7.53e-36	135
Q02750	sp|Q9UKE5|	32.028	91	1.10e-35	135
Q02750	sp|Q12851|	30.182	92	1.27e-35	135
Q02750	sp|O95747|	29.630	93	1.63e-35	133
Q02750	sp|Q9Y4K4|	32.482	91	2.02e-35	134
Q02750	sp|Q9H2G2|	33.692	92	5.41e-35	133
Q02750	sp|Q8NEV4|	32.131	98	6.94e-35	133
Q02750	sp|Q8TDX7|	29.434	88	8.96e-35	127
Q02750	sp|Q9NRP7|	31.852	91	3.97e-33	128
Q02750	sp|Q8WXR4|	32.746	91	5.72e-33	127
Q02750	sp|Q8N4C8|	31.834	92	7.82e-33	127
Q02750	sp|Q9UEW8|	28.620	93	8.35e-33	125
Q02750	sp|Q9HC98|	29.259	88	1.21e-32	122
Q02750	sp|Q5MAI5|	29.167	91	8.53e-32	120
Q02750	sp|Q00532|	28.522	91	7.20e-31	118
Q02750	sp|Q13177|	30.597	91	8.72e-30	117
Q02750	sp|O95819|	31.673	91	3.50e-29	116
Q02750	sp|Q56UN5|	30.292	89	4.81e-29	116
Q02750	sp|O14965|	27.675	91	5.15e-29	114
Q02750	sp|Q99759|	31.852	89	6.88e-29	115
Q02750	sp|P24941|	32.683	68	8.49e-29	111
Q02750	sp|Q9NQU5|	29.008	89	9.09e-29	115
Q02750	sp|Q9UQB9|	27.839	92	1.28e-28	110
Q02750	sp|Q13153|	30.337	91	1.58e-28	114
Q02750	sp|O75914|	30.337	91	2.50e-28	113
Q02750	sp|P51956|	29.779	92	1.63e-27	110
Q02750	sp|P06493|	29.831	93	1.74e-27	107
Q02750	sp|Q9P286|	28.517	89	2.09e-27	111
Q02750	sp|O96013|	27.941	92	8.12e-27	109
Q02750	sp|Q8IVW4|	28.179	91	8.55e-27	109
Q02750	sp|Q99683|	32.593	89	1.19e-26	109
Q02750	sp|Q13233|	25.442	93	1.80e-26	108
Q02750	sp|Q9Y2U5|	32.342	88	3.06e-26	107
Q02750	sp|P50613|	29.682	89	5.89e-26	104
Q02750	sp|Q07002|	32.685	87	7.02e-26	105
Q02750	sp|P51817|	29.798	67	8.52e-26	104
Q02750	sp|Q9Y6R4|	29.930	93	8.91e-26	106
Q02750	sp|Q00536|	31.293	99	1.06e-25	105
Q02750	sp|Q7L7X3|	28.159	93	1.32e-25	106
Q02750	sp|Q00526|	31.004	75	1.98e-25	102
Q02750	sp|Q6ZWH5|	27.473	88	2.23e-25	105
Q02750	sp|P22612|	28.440	74	2.97e-25	102
Q02750	sp|Q9H2K8|	28.417	92	4.07e-25	104
Q02750	sp|Q9UL54|	29.749	93	5.03e-25	104
Q02750	sp|Q15418|	30.000	92	6.61e-25	103
Q02750	sp|Q15418|	26.838	92	1.25e-13	70.5
Q02750	sp|Q7Z2Y5|	30.631	71	6.92e-25	104
Q02750	sp|Q6ZN16|	31.086	89	1.11e-24	103
Q02750	sp|P17612|	29.293	67	1.21e-24	101
Q02750	sp|Q96GD4|	28.889	91	1.32e-24	100
Q02750	sp|Q00537|	30.556	95	1.39e-24	102
Q02750	sp|Q9Y243|	28.269	94	3.19e-24	101
Q02750	sp|O43930|	28.788	67	5.78e-24	97.8
Q02750	sp|Q05513|	25.532	93	1.09e-23	100
Q02750	sp|P23443|	28.283	95	1.10e-23	100
Q02750	sp|Q15349|	31.754	91	1.13e-23	100
Q02750	sp|Q15349|	26.829	91	5.15e-15	74.7
Q02750	sp|O00444|	26.978	93	1.15e-23	100
Q02750	sp|P22694|	28.788	67	1.36e-23	98.2
Q02750	sp|P31751|	27.273	91	1.80e-23	99.4
Q02750	sp|P51955|	29.864	71	2.91e-23	98.2
Q02750	sp|O95382|	31.086	89	3.00e-23	99.4
Q02750	sp|P51812|	31.628	92	3.22e-23	99.0
Q02750	sp|P51812|	27.491	92	1.15e-15	76.6
Q02750	sp|O43318|	27.338	91	3.41e-23	99.0
Q02750	sp|P31749|	26.545	91	6.22e-23	97.8
Q02750	sp|Q9UEE5|	29.242	92	8.28e-23	96.7
Q02750	sp|P51957|	28.947	89	1.05e-22	97.4
Q02750	sp|P41743|	28.713	67	1.18e-22	97.4
Q02750	sp|Q16539|	27.208	93	1.31e-22	95.5
Q02750	sp|Q15569|	31.429	68	1.44e-22	97.1
Q02750	sp|Q00535|	26.280	90	1.49e-22	94.4
Q02750	sp|Q9NYY3|	27.099	88	1.59e-22	97.1
Q02750	sp|Q6P0Q8|	29.749	87	1.99e-22	97.1
Q02750	sp|Q6P3R8|	26.882	91	2.10e-22	96.7
Q02750	sp|Q9UK32|	27.915	93	2.17e-22	96.7
Q02750	sp|Q9UK32|	24.306	93	4.28e-13	68.9
Q02750	sp|Q8WU08|	28.502	67	2.41e-22	95.1
Q02750	sp|Q8NG66|	30.859	84	2.42e-22	96.3
Q02750	sp|O43283|	27.839	92	2.50e-22	96.7
Q02750	sp|Q59FN2|	25.660	90	2.72e-22	93.2
Q02750	sp|Q9C098|	26.236	89	2.99e-22	96.3
Q02750	sp|Q13131|	28.839	89	3.16e-22	95.9
Q02750	sp|Q9Y2H9|	29.515	71	5.92e-22	95.5
Q02750	sp|O75116|	31.754	69	8.54e-22	95.1
Q02750	sp|Q8TD08|	28.082	89	1.06e-21	94.4
Q02750	sp|Q92772|	26.370	91	1.10e-21	94.0
Q02750	sp|Q13464|	31.754	69	1.21e-21	94.7
Q02750	sp|O60307|	30.594	68	1.29e-21	94.7
Q02750	sp|O76039|	29.907	72	1.53e-21	94.4
Q02750	sp|O15021|	29.710	88	1.63e-21	94.4
Q02750	sp|Q99558|	30.534	86	9.46e-21	92.0
Q02750	sp|Q6DT37|	27.852	96	1.02e-20	92.0
Q02750	sp|O94921|	29.412	69	1.03e-20	91.3
Q02750	sp|Q86UX6|	29.612	67	1.37e-20	90.9
Q02750	sp|O43293|	25.180	92	1.41e-20	90.9
Q02750	sp|Q13976|	27.757	88	1.79e-20	90.9
Q02750	sp|Q86SG6|	26.909	92	1.87e-20	90.9
Q02750	sp|P53355|	25.524	94	2.11e-20	90.9
Q02750	sp|P54646|	25.818	89	3.34e-20	90.1
Q02750	sp|Q96L34|	25.651	91	3.59e-20	90.1
Q02750	sp|Q96S53|	31.658	65	4.34e-20	89.7
Q02750	sp|Q15139|	25.704	93	4.88e-20	89.7
Q02750	sp|Q96BR1|	29.032	73	5.54e-20	89.4
Q02750	sp|P27448|	24.364	93	6.60e-20	89.4
Q02750	sp|O00141|	26.449	92	7.38e-20	88.6
Q02750	sp|O75582|	26.621	94	8.30e-20	89.0
Q02750	sp|O75582|	27.500	94	3.11e-14	72.4
Q02750	sp|Q16566|	28.205	91	8.31e-20	88.6
Q02750	sp|Q6PHR2|	26.199	91	8.94e-20	88.6
Q02750	sp|Q9HBY8|	28.037	71	1.17e-19	87.4
Q02750	sp|Q8IZL9|	29.851	66	1.20e-19	87.0
Q02750	sp|Q9NY57|	27.143	69	1.23e-19	87.8
Q02750	sp|Q96PY6|	23.656	92	1.35e-19	88.6
Q02750	sp|Q00534|	30.583	66	1.43e-19	86.7
Q02750	sp|Q7KZI7|	25.379	89	1.68e-19	88.2
Q02750	sp|Q15835|	29.245	70	2.40e-19	87.4
Q02750	sp|Q9UBS0|	27.797	95	2.94e-19	87.0
Q02750	sp|Q8IWQ3|	29.016	65	2.96e-19	87.4
Q02750	sp|Q5VT25|	30.841	69	2.97e-19	87.8
Q02750	sp|Q9BZL6|	30.457	65	3.59e-19	87.0
Q02750	sp|Q9NRH2|	26.277	92	4.75e-19	86.7
Q02750	sp|P24723|	26.923	95	5.13e-19	86.7
Q02750	sp|Q14164|	32.381	66	5.23e-19	86.7
Q02750	sp|Q9Y3S1|	27.305	92	6.43e-19	86.7
Q02750	sp|Q04759|	28.241	72	6.52e-19	86.3
Q02750	sp|Q32MK0|	27.820	88	7.35e-19	86.3
Q02750	sp|Q9P0L2|	27.861	68	1.14e-18	85.5
Q02750	sp|Q8TD19|	26.800	84	1.17e-18	85.9
Q02750	sp|P43250|	26.255	87	1.27e-18	85.5
Q02750	sp|Q05655|	26.937	91	1.44e-18	85.1
Q02750	sp|Q9UIK4|	25.087	95	1.49e-18	84.3
Q02750	sp|P51813|	27.668	81	1.56e-18	85.1
Q02750	sp|Q8TDC3|	25.769	88	1.98e-18	85.1
Q02750	sp|O94806|	25.874	93	2.05e-18	85.1
Q02750	sp|Q96C45|	26.246	93	2.05e-18	85.1
Q02750	sp|Q9Y5S2|	30.455	69	2.06e-18	85.1
Q02750	sp|Q12852|	27.273	78	2.19e-18	84.7
Q02750	sp|P07332|	28.626	84	2.20e-18	84.7
Q02750	sp|O15530|	31.361	56	2.37e-18	84.3
Q02750	sp|Q96RR4|	31.667	60	2.57e-18	84.3
Q02750	sp|P19525|	26.207	89	3.03e-18	84.3
Q02750	sp|Q9H093|	26.950	93	3.12e-18	84.3
Q02750	sp|Q59H18|	29.048	69	3.12e-18	84.3
Q02750	sp|P52333|	30.088	73	3.13e-18	84.3
Q02750	sp|P57059|	25.725	91	3.17e-18	84.3
Q02750	sp|O94768|	25.818	91	3.25e-18	83.2
Q02750	sp|Q6A1A2|	31.361	56	3.94e-18	83.2
Q02750	sp|P25098|	27.876	74	5.14e-18	83.6
Q02750	sp|P53671|	25.822	65	5.82e-18	83.6
Q02750	sp|P43403|	29.545	86	5.96e-18	83.6
Q02750	sp|P41279|	30.918	69	6.14e-18	83.2
Q02750	sp|O60285|	26.937	90	7.48e-18	83.2
Q02750	sp|Q86YV6|	25.564	88	7.65e-18	82.4
Q02750	sp|Q13237|	24.903	87	8.61e-18	83.2
Q02750	sp|Q13546|	26.027	69	1.01e-17	82.8
Q02750	sp|P11802|	30.392	65	1.04e-17	81.3
Q02750	sp|Q9H0K1|	29.592	65	1.15e-17	82.8
Q02750	sp|Q9H1R3|	25.573	88	1.17e-17	82.4
Q02750	sp|Q9BYP7|	25.993	92	1.34e-17	82.8
Q02750	sp|Q96Q40|	25.685	91	1.37e-17	82.0
Q02750	sp|Q6SA08|	25.957	71	1.50e-17	80.9
Q02750	sp|Q16816|	25.086	94	1.67e-17	81.3
Q02750	sp|Q9Y2K2|	25.177	92	1.91e-17	82.0
Q02750	sp|Q16512|	28.897	87	2.11e-17	82.0
Q02750	sp|Q8IYT8|	28.571	72	2.22e-17	82.0
Q02750	sp|P80192|	29.609	58	2.90e-17	81.6
Q02750	sp|O14936|	27.397	93	3.02e-17	81.6
Q02750	sp|Q13557|	28.214	91	3.35e-17	80.9
Q02750	sp|Q02779|	28.986	67	3.70e-17	81.3
Q02750	sp|P35626|	27.805	67	3.89e-17	80.9
Q02750	sp|O60674|	27.473	88	4.12e-17	81.3
Q02750	sp|O60674|	23.364	88	0.044	35.0
Q02750	sp|Q13555|	26.103	91	4.27e-17	80.9
Q02750	sp|O14578|	31.604	67	4.64e-17	81.3
Q02750	sp|Q86UE8|	27.692	79	4.77e-17	80.9
Q02750	sp|P53667|	24.535	86	6.57e-17	80.5
Q02750	sp|P53350|	26.471	68	6.72e-17	80.1
Q02750	sp|Q8N5S9|	32.418	60	7.10e-17	80.1
Q02750	sp|P04626|	28.636	71	9.72e-17	80.1
Q02750	sp|O75385|	26.818	71	1.03e-16	80.1
Q02750	sp|P17252|	25.000	94	1.17e-16	79.7
Q02750	sp|P00519|	26.621	96	1.47e-16	79.7
Q02750	sp|Q09013|	31.193	69	1.54e-16	79.3
Q02750	sp|Q02156|	27.014	70	1.74e-16	79.3
Q02750	sp|Q9NWZ3|	29.798	64	1.94e-16	78.6
Q02750	sp|P05771|	26.852	71	2.39e-16	78.6
Q02750	sp|P50750|	26.875	97	2.43e-16	77.8
Q02750	sp|P23458|	25.540	89	2.45e-16	79.0
Q02750	sp|P23458|	23.744	89	6.59e-06	47.0
Q02750	sp|Q9Y572|	23.741	89	2.55e-16	78.6
Q02750	sp|Q15759|	26.104	77	2.62e-16	77.8
Q02750	sp|P16591|	31.122	65	3.04e-16	78.6
Q02750	sp|Q96LW2|	30.769	53	3.27e-16	77.8
Q02750	sp|Q9Y2H1|	24.427	73	3.99e-16	77.8
Q02750	sp|Q96KB5|	28.638	66	4.13e-16	76.6
Q02750	sp|Q15208|	24.427	73	4.52e-16	77.4
Q02750	sp|Q14012|	27.306	91	4.91e-16	77.0
Q02750	sp|Q99640|	33.500	66	5.23e-16	77.4
Q02750	sp|P07949|	26.014	90	5.45e-16	77.8
Q02750	sp|Q9NR20|	26.144	91	6.68e-16	77.0
Q02750	sp|P42679|	26.820	87	7.34e-16	77.0
Q02750	sp|Q9H4B4|	24.242	89	8.64e-16	77.0
Q02750	sp|Q8WTQ7|	29.665	69	1.21e-15	76.6
Q02750	sp|Q96NX5|	28.014	91	1.28e-15	76.3
Q02750	sp|P53778|	28.000	66	1.33e-15	75.9
Q02750	sp|P34947|	27.094	68	1.42e-15	76.3
Q02750	sp|Q06187|	30.097	69	1.43e-15	76.3
Q02750	sp|Q96J92|	25.103	81	1.50e-15	76.6
Q02750	sp|Q08881|	26.230	78	1.61e-15	76.3
Q02750	sp|P15735|	23.214	91	2.21e-15	75.5
Q02750	sp|Q9H4A3|	25.887	92	2.49e-15	75.9
Q02750	sp|Q16513|	26.429	91	2.49e-15	75.9
Q02750	sp|Q15746|	27.174	93	2.52e-15	75.9
Q02750	sp|P54762|	29.717	68	2.63e-15	75.9
Q02750	sp|P42684|	25.763	95	3.30e-15	75.5
Q02750	sp|P49840|	29.302	69	3.51e-15	75.1
Q02750	sp|P42680|	27.519	81	3.74e-15	75.1
Q02750	sp|P00533|	28.230	68	5.73e-15	74.7
Q02750	sp|Q6P5Z2|	28.014	92	6.91e-15	74.3
Q02750	sp|Q6P2M8|	26.370	98	8.64e-15	73.2
Q02750	sp|Q9UKI8|	26.316	79	8.79e-15	73.9
Q02750	sp|O14920|	30.374	68	8.83e-15	73.9
Q02750	sp|Q13882|	26.812	91	9.11e-15	73.6
Q02750	sp|Q13164|	28.571	68	1.02e-14	73.9
Q02750	sp|Q7RTN6|	26.351	85	1.03e-14	73.6
Q02750	sp|Q9UPZ9|	26.512	72	1.10e-14	73.6
Q02750	sp|Q96QS6|	26.894	88	1.23e-14	73.2
Q02750	sp|Q15303|	26.601	66	1.24e-14	73.9
Q02750	sp|Q8IU85|	27.206	90	1.44e-14	72.8
Q02750	sp|O14757|	25.837	69	1.51e-14	73.2
Q02750	sp|Q9C0K7|	23.913	93	1.53e-14	72.8
Q02750	sp|O75676|	25.660	87	1.55e-14	73.2
Q02750	sp|O75676|	25.381	87	9.56e-10	58.9
Q02750	sp|Q14680|	23.792	90	1.55e-14	73.2
Q02750	sp|Q8TEA7|	27.197	74	1.65e-14	73.2
Q02750	sp|O95835|	29.084	67	1.65e-14	73.6
Q02750	sp|P42681|	26.070	81	1.68e-14	73.2
Q02750	sp|Q96PF2|	26.394	89	1.82e-14	72.4
Q02750	sp|Q16644|	26.071	92	1.82e-14	72.4
Q02750	sp|P12931|	26.838	89	1.86e-14	72.8
Q02750	sp|P49841|	29.665	67	2.03e-14	72.4
Q02750	sp|P32298|	25.118	71	2.58e-14	72.4
Q02750	sp|O15111|	30.841	67	3.55e-14	72.4
Q02750	sp|Q14004|	28.462	82	3.92e-14	72.4
Q02750	sp|P57058|	23.970	89	3.94e-14	72.0
Q02750	sp|Q9BYT3|	26.512	69	4.29e-14	71.6
Q02750	sp|P53779|	24.671	90	4.45e-14	71.6
Q02750	sp|Q9NYL2|	26.471	91	6.21e-14	71.6
Q02750	sp|Q9UQM7|	24.265	91	7.52e-14	70.9
Q02750	sp|P06239|	26.190	70	8.52e-14	70.9
Q02750	sp|Q9UHD2|	30.081	77	9.04e-14	70.9
Q02750	sp|P20794|	25.253	67	9.57e-14	70.9
Q02750	sp|Q52WX2|	25.123	67	9.81e-14	70.5
Q02750	sp|P42685|	25.118	69	1.23e-13	70.5
Q02750	sp|Q9BXA6|	30.570	64	1.24e-13	69.3
Q02750	sp|Q9NYV4|	28.736	82	1.38e-13	70.9
Q02750	sp|Q02763|	26.074	98	1.39e-13	70.5
Q02750	sp|Q9UBE8|	44.565	30	1.59e-13	70.1
Q02750	sp|O15264|	28.061	65	1.67e-13	69.7
Q02750	sp|P29320|	27.917	72	1.76e-13	70.1
Q02750	sp|P06241|	25.000	90	1.79e-13	70.1
Q02750	sp|P11801|	25.660	88	2.16e-13	69.3
Q02750	sp|Q16584|	26.108	65	2.43e-13	69.7
Q02750	sp|P09769|	29.612	68	2.55e-13	69.3
Q02750	sp|O96017|	26.573	92	3.22e-13	69.3
Q02750	sp|P00540|	27.027	89	3.30e-13	68.6
Q02750	sp|P05129|	26.846	50	3.32e-13	69.3
Q02750	sp|P41240|	29.012	54	3.43e-13	68.9
Q02750	sp|Q96GX5|	35.455	78	3.61e-13	69.3
Q02750	sp|Q96GX5|	27.966	78	0.15	33.5
Q02750	sp|Q96PN8|	27.016	83	3.96e-13	67.8
Q02750	sp|Q9NRM7|	27.027	70	4.17e-13	69.3
Q02750	sp|Q9Y463|	31.034	66	4.20e-13	68.9
Q02750	sp|P08581|	25.907	60	6.07e-13	68.9
Q02750	sp|P28482|	27.895	55	6.73e-13	67.8
Q02750	sp|P29597|	25.692	80	8.54e-13	68.2
Q02750	sp|Q8IY84|	24.365	65	9.06e-13	67.8
Q02750	sp|P27361|	38.000	32	9.49e-13	67.4
Q02750	sp|Q8N568|	27.072	61	9.89e-13	67.8
Q02750	sp|P45984|	24.333	90	1.03e-12	67.4
Q02750	sp|P07948|	26.066	69	1.06e-12	67.8
Q02750	sp|Q5TCX8|	26.168	65	1.07e-12	67.8
Q02750	sp|P21709|	25.333	74	1.26e-12	67.8
Q02750	sp|Q15131|	27.451	68	1.31e-12	67.0
Q02750	sp|P43405|	25.000	69	1.42e-12	67.4
Q02750	sp|P54764|	30.675	53	1.44e-12	67.4
Q02750	sp|P49137|	25.632	92	1.62e-12	66.6
Q02750	sp|P29323|	27.723	65	1.67e-12	67.4
Q02750	sp|P54756|	29.016	63	1.93e-12	67.0
Q02750	sp|O15075|	26.519	61	2.14e-12	67.0
Q02750	sp|O15146|	23.203	93	2.22e-12	67.0
Q02750	sp|Q16620|	24.883	65	2.83e-12	66.6
Q02750	sp|P04629|	24.415	92	2.99e-12	66.6
Q02750	sp|O43353|	25.714	65	3.01e-12	66.2
Q02750	sp|P45983|	26.887	68	3.10e-12	65.9
Q02750	sp|P11362|	29.596	69	3.46e-12	66.2
Q02750	sp|P33981|	25.000	90	4.13e-12	66.2
Q02750	sp|P54753|	28.502	66	6.60e-12	65.5
Q02750	sp|Q13627|	29.572	81	7.17e-12	65.5
Q02750	sp|Q16832|	23.034	56	7.42e-12	65.5
Q02750	sp|Q15375|	28.358	65	7.51e-12	65.5
Q02750	sp|O43781|	27.778	78	7.51e-12	65.1
Q02750	sp|P21802|	25.676	69	7.54e-12	65.5
Q02750	sp|Q15831|	25.417	78	8.71e-12	64.7
Q02750	sp|P51451|	26.794	69	9.49e-12	64.7
Q02750	sp|Q07912|	26.238	66	9.69e-12	65.1
Q02750	sp|Q9P2K8|	27.778	89	1.21e-11	64.7
Q02750	sp|Q9P2K8|	29.286	89	5.54e-08	53.5
Q02750	sp|Q9P2K8|	36.232	89	0.13	33.5
Q02750	sp|Q9BXA7|	31.156	65	1.32e-11	63.9
Q02750	sp|P49759|	26.316	90	1.84e-11	63.9
Q02750	sp|Q86V86|	30.208	64	1.88e-11	63.2
Q02750	sp|P37173|	35.659	37	1.90e-11	63.9
Q02750	sp|P54760|	26.172	81	2.09e-11	63.9
Q02750	sp|P22455|	26.339	69	2.16e-11	63.9
Q02750	sp|Q16288|	23.824	93	3.10e-11	63.5
Q02750	sp|Q8NE63|	25.229	70	3.44e-11	63.2
Q02750	sp|P07947|	25.098	85	4.64e-11	62.8
Q02750	sp|Q05397|	24.528	86	4.72e-11	62.8
Q02750	sp|P35590|	27.778	67	4.93e-11	62.8
Q02750	sp|P21860|	25.943	68	5.92e-11	62.8
Q02750	sp|Q13554|	23.897	91	6.73e-11	62.4
Q02750	sp|Q13523|	29.448	63	8.70e-11	62.0
Q02750	sp|Q13523|	33.333	63	7.7	28.1
Q02750	sp|Q08345|	21.591	82	8.82e-11	62.0
Q02750	sp|Q96RG2|	25.000	91	1.00e-10	62.0
Q02750	sp|Q9BWU1|	25.854	63	1.09e-10	61.6
Q02750	sp|P08631|	26.500	66	1.12e-10	61.6
Q02750	sp|Q13470|	25.094	86	1.24e-10	61.6
Q02750	sp|Q92630|	28.230	68	1.34e-10	61.2
Q02750	sp|P08069|	26.977	65	1.37e-10	61.6
Q02750	sp|Q9BUB5|	23.103	77	1.55e-10	60.8
Q02750	sp|Q9UQ88|	27.461	63	1.63e-10	61.2
Q02750	sp|Q04912|	25.758	63	1.70e-10	61.2
Q02750	sp|P11309|	29.221	50	1.76e-10	60.5
Q02750	sp|Q9HAZ1|	27.155	69	2.40e-10	60.5
Q02750	sp|P10721|	28.659	54	2.42e-10	60.8
Q02750	sp|P29317|	27.500	65	2.82e-10	60.5
Q02750	sp|P04049|	28.713	65	3.06e-10	60.5
Q02750	sp|P08922|	22.344	86	3.34e-10	60.5
Q02750	sp|P31152|	25.083	90	3.62e-10	60.1
Q02750	sp|P22607|	27.556	69	4.01e-10	60.1
Q02750	sp|Q16659|	23.569	88	7.13e-10	59.3
Q02750	sp|P36888|	30.000	55	7.62e-10	59.3
